FruMC,
CG10337,
CG10347,
CG10348,
CG10353,
CG10361,
CG10362,
CG10365,
CG10383,
CG10433,
CG10435,
CG10440,
CG10459,
CG10479,
CG10492,
CG10496,
CG10508,
CG10510,
CG10512,
CG10550,
CG10562,
CG10570,
CG10602,
CG10623,
CG10638,
CG10641,
CG10651,
CG10657,
CG10660,
CG10663,
CG10713,
CG10730,
CG10734,
CG10741,
CG10809,
CG10834,
CG10859,
CG10874,
CG10899,
CG1090,
CG10924,
CG10936,
CG10960,
CG10962,
CG10984,
CG11034,
CG11041,
CG11073,
CG11076,
CG11093,
CG11106,
CG11109,
CG11138,
CG11145,
CG11148,
CG11158,
CG11163,
CG11170,
CG11191,
CG11226,
CG1124,
CG11241,
CG11242,
CG11251,
CG11255,
CG11267,
CG11275,
CG11279,
CG11284,
CG11313,
CG11340,
CG11353,
CG11356,
CG11357,
CG11360,
CG11367,
CG11368,
CG11369,
CG11370,
CG11382,
CG11384,
CG1142,
CG11425,
CG11426,
CG11438,
CG11455,
CG1146,
CG11486,
CG11526,
CG11537,
CG11550,
CG11576,
CG11585,
CG11629,
CG11665,
CG11671,
CG11700,
CG11726,
CG11737,
CG11755,
CG11756,
CG11768,
CG11791,
CG11825,
CG11873,
CG11880,
CG11897,
CG11920,
CG11982,
CG12007,
CG12012,
CG12014,
CG12016,
CG12017,
CG12035,
CG12054,
CG12061,
CG12065,
CG12069,
CG12075,
CG12078,
CG12084,
CG1213,
CG12134,
CG12163,
CG12177,
CG12179,
CG12182,
CG12207,
CG12209,
CG12262,
CG12290,
CG12310,
CG12344,
CG1236,
CG12362,
CG12374,
CG1239,
CG12413,
CG12438,
CG12481,
CG12483,
CG12484,
CG12496,
CG12507,
CG12523,
CG12535,
CG12546,
CG12560,
CG12567,
CG12576,
CG12581,
CG12605,
CG12617,
CG12643,
CG12655,
CG12684,
CG12689,
CG12693,
CG12708,
CG1273,
CG12730,
CG12744,
CG12768,
CG12769,
CG12814,
CG1287,
CG1288,
CG12895,
CG12896,
CG12910,
CG12911,
CG12913,
CG12914,
CG12926,
CG12963,
CG12986,
CG1299,
CG13004,
CG13086,
CG13101,
CG1311,
CG13124,
CG13130,
CG13163,
CG13193,
CG13197,
CG1324,
CG13248,
CG13251,
CG13252,
CG13255,
CG13280,
CG13287,
CG13300,
CG13305,
CG13319,
CG13321,
CG13323,
CG13325,
CG13334,
CG13359,
CG13366,
CG13375,
CG13377,
CG13397,
CG13398,
CG1340,
CG13405,
CG13445,
CG13465,
CG1347,
CG13506,
CG13532,
CG1354,
CG13577,
CG1358,
CG13594,
CG13607,
CG13611,
CG13618,
CG13622,
CG13624,
CG13625,
CG13641,
CG13654,
CG13659,
CG13678,
CG13698,
CG13728,
CG13733,
CG13784,
CG13786,
CG13796,
CG13800,
CG13822,
CG13836,
CG13865,
CG13868,
CG13872,
CG13875,
CG13876,
CG13891,
CG13894,
CG13895,
CG13896,
CG13897,
CG13898,
CG13900,
CG13905,
CG13917,
CG13962,
CG13989,
CG1399,
CG13996,
CG14050,
CG14073,
CG14115,
CG14132,
CG14141,
CG14164,
CG14200,
CG14207,
CG1421,
CG14220,
CG14222,
CG14223,
CG14227,
CG14269,
CG14275,
CG14282,
CG14291,
CG14301,
CG14327,
CG14372,
CG14397,
CG1443,
CG14434,
CG14439,
CG14440,
CG14441,
CG14452,
CG14459,
CG14476,
CG14478,
CG14502,
CG14506,
CG14508,
CG14516,
CG14561,
CG14567,
CG14579,
CG14589,
CG14598,
CG14605,
CG14606,
CG1461,
CG14613,
CG14615,
CG14619,
CG14621,
CG14624,
CG14628,
CG14657,
CG14658,
CG14659,
CG14661,
CG14662,
CG1468,
CG14687,
CG14688,
CG14696,
CG14708,
CG14741,
CG14762,
CG14764,
CG14777,
CG14812,
CG14820,
CG14856,
CG14869,
CG14870,
CG14872,
CG14879,
CG14891,
CG14903,
CG14926,
CG14933,
CG14945,
CG14968,
CG14969,
CG14995,
CG15027,
CG15042,
CG15043,
CG15044,
CG15047,
CG15048,
CG15059,
CG15086,
CG15093,
CG15096,
CG15111,
CG15117,
CG15118,
CG15143,
CG15144,
CG15145,
CG1516,
CG15167,
CG15186,
CG15202,
CG15209,
CG15211,
CG15221,
CG1523,
CG15233,
CG15258,
CG15279,
CG15283,
CG1532,
CG15358,
CG1537,
CG15390,
CG15393,
CG15414,
CG15429,
CG15432,
CG15445,
CG15449,
CG1545,
CG15450,
CG15452,
CG15456,
CG15478,
CG15479,
CG15498,
CG15543,
CG15544,
CG15546,
CG15571,
CG15599,
CG15601,
CG15611,
CG15625,
CG15629,
CG15646,
CG15649,
CG15695,
CG15696,
CG15706,
CG15711,
CG15717,
CG15728,
CG15734,
CG15742,
CG15744,
CG15745,
CG15784,
CG1582,
CG15822,
CG15861,
CG15863,
CG15878,
CG15890,
CG1600,
CG1607,
CG1628,
CG1637,
CG1640,
CG1662,
CG16700,
CG16713,
CG16718,
CG16721,
CG1673,
CG1674,
CG16756,
CG16758,
CG16762,
CG1677,
CG16771,
CG16778,
CG16779,
CG16791,
CG1681,
CG16879,
CG16947,
CG16965,
CG16985,
CG16989,
CG1702,
CG17029,
CG17032,
CG17065,
CG17068,
CG17082,
CG17108,
CG17111,
CG17154,
CG17163,
CG17167,
CG1718,
CG17180,
CG17265,
CG17273,
CG17292,
CG17300,
CG1732,
CG17322,
CG17337,
CG17344,
CG17360,
CG17471,
CG17486,
CG17508,
CG17549,
CG17599,
CG17600,
CG17601,
CG1764,
CG17672,
CG17691,
CG17707,
CG17715,
CG17724,
CG17734,
CG17746,
CG17754,
CG17778,
CG17834,
CG17838,
CG17839,
CG17841,
CG17843,
CG17896,
CG17999,
CG1801,
CG1806,
CG18109,
CG18110,
CG18128,
CG1815,
CG18155,
CG18170,
CG18208,
CG18249,
CG18265,
CG1835,
CG18404,
CG18418,
CG1850,
CG18522,
CG18536,
CG18537,
CG18538,
CG18540,
CG18549,
CG18577,
CG18586,
CG18622,
CG18624,
CG18649,
CG18659,
CG18662,
CG18765,
CG1882,
CG18853,
CG18858,
CG1888,
CG1927,
CG1958,
CG1970,
CG1998,
CG2003,
CG2004,
CG2014,
CG2016,
CG2022,
CG2053,
CG2059,
CG2064,
CG2100,
CG2124,
CG2162,
CG2186,
CG2200,
CG2201,
CG2217,
CG2219,
CG2246,
CG2247,
CG2519,
CG2528,
CG2543,
CG2556,
Cg25C,
CG2608,
CG2641,
CG2656,
CG2678,
CG2765,
CG2781,
CG2839,
CG2846,
CG2854,
CG2865,
CG2887,
CG2889,
CG2893,
CG2911,
CG2924,
CG2943,
CG2991,
CG30002,
CG30015,
CG30016,
CG30020,
CG30022,
CG30046,
CG30051,
CG30069,
CG3008,
CG30080,
CG30085,
CG30089,
CG30103,
CG3011,
CG30114,
CG30154,
CG30159,
CG30195,
CG30196,
CG30197,
CG30280,
CG30281,
CG30286,
CG30288,
CG30289,
CG30323,
CG3036,
CG30377,
CG30403,
CG30421,
CG30424,
CG30427,
CG30428,
CG30429,
CG30430,
CG30432,
CG30438,
CG30440,
CG30456,
CG30460,
CG30463,
CG30497,
CG3061,
CG3091,
CG3097,
CG31016,
CG31028,
CG31038,
CG31053,
CG31075,
CG31100,
CG31108,
CG31122,
CG31176,
CG31178,
CG31191,
CG31195,
CG31211,
CG31229,
CG31230,
CG31274,
CG31324,
CG31368,
CG3149,
CG31493,
CG31496,
CG31510,
CG31517,
CG31522,
CG31523,
CG31547,
CG31548,
CG31601,
CG31619,
CG31626,
CG31635,
CG3164,
CG31663,
CG31668,
CG31675,
CG31676,
CG3168,
CG31687,
CG31688,
CG31689,
CG31690,
CG31702,
CG31703,
CG31705,
CG31706,
CG31709,
CG31710,
CG31712,
CG31729,
CG31743,
CG31751,
CG31777,
CG31778,
CG31787,
CG31797,
CG31807,
CG31808,
CG31816,
CG31819,
CG31869,
CG31886,
CG31904,
CG3192,
CG31974,
CG31975,
CG31976,
CG3198,
CG31988,
CG31998,
CG31999,
CG32000,
CG32006,
CG32016,
CG32032,
CG32043,
CG32066,
CG32091,
CG32103,
CG32111,
CG32115,
CG32138,
CG32147,
CG32174,
CG32181,
CG32182,
CG32192,
CG32195,
CG32237,
CG3224,
CG32246,
CG32250,
CG32280,
CG32344,
CG32354,
CG32365,
CG32369,
CG32373,
CG32392,
CG32406,
CG32407,
CG32413,
CG32425,
CG32428,
CG32436,
CG32437,
CG32440,
CG32441,
CG32442,
CG32453,
CG32459,
CG32461,
CG32473,
CG32479,
CG32486,
CG32506,
CG32512,
CG32521,
CG32532,
CG32549,
CG32572,
CG32576,
CG32599,
CG32603,
CG32626,
CG32639,
CG32645,
CG32676,
CG32687,
CG32699,
CG32700,
CG32719,
CG32720,
CG32758,
CG32773,
CG32795,
CG32797,
CG32812,
CG32816,
CG32845,
CG3287,
CG32945,
CG32982,
CG32983,
CG32984,
CG32985,
CG32986,
CG32987,
CG32988,
CG3303,
CG33054,
CG33056,
CG3308,
CG33080,
CG33095,
CG33096,
CG33099,
CG33136,
CG33138,
CG33144,
CG33155,
CG33158,
CG33177,
CG33181,
CG33229,
CG33232,
CG33252,
CG33260,
CG33275,
CG3328,
CG33298,
CG33325,
CG3344,
CG33453,
CG33463,
CG33465,
CG3348,
CG33483,
CG3349,
CG33509,
CG33523,
CG33552,
CG3363,
CG33648,
CG33671,
CG33680,
CG33687,
CG33688,
CG33704,
CG33713,
CG33714,
CG3376,
CG33766,
CG33767,
CG33791,
CG33795,
CG33796,
CG33798,
CG3386,
CG33919,
CG33926,
CG33937,
CG3394,
CG33969,
CG33978,
CG34006,
CG34010,
CG34027,
CG34038,
CG34039,
CG34050,
CG34057,
CG3407,
CG3408,
CG3409,
CG34104,
CG34120,
CG34135,
CG34140,
CG34150,
CG34162,
CG34172,
CG34173,
CG34217,
CG34220,
CG34228,
CG34231,
CG34252,
CG34254,
CG34303,
CG34304,
CG34310,
CG34313,
CG34325,
CG34340,
CG34347,
CG34348,
CG34349,
CG34355,
CG34357,
CG3437,
CG34371,
CG34380,
CG34383,
CG34394,
CG34398,
CG34402,
CG34417,
CG34428,
CG34429,
CG34446,
CG34459,
CG34460,
CG3473,
CG3523,
CG3552,
CG3558,
CG3560,
CG3566,
CG3568,
CG3609,
CG3625,
CG3632,
CG3638,
CG3650,
CG3651,
CG3655,
CG3662,
CG3714,
CG3735,
CG3746,
CG3764,
CG3770,
CG3777,
CG3800,
CG3829,
CG3831,
CG3835,
CG3841,
CG3842,
CG3847,
CG3902,
CG3919,
CG3939,
CG3940,
CG3942,
CG3964,
CG3967,
CG40002,
CG4004,
CG40045,
CG4019,
CG40191,
CG4022,
CG40472,
CG40485,
CG40486,
CG4074,
CG4080,
CG4091,
CG4096,
CG41099,
CG4115,
CG41320,
CG41434,
CG4161,
CG4165,
CG4186,
CG4218,
CG4221,
CG42235,
CG42238,
CG42240,
CG42245,
CG42255,
CG42258,
CG42259,
CG42265,
CG42300,
CG42321,
CG42322,
CG42327,
CG42331,
CG42336,
CG42342,
CG42351,
CG42353,
CG42354,
CG42376,
CG42388,
CG42389,
CG4239,
CG42390,
CG42393,
CG42394,
CG42402,
CG42446,
CG42456,
CG42458,
CG42486,
CG42489,
CG42492,
CG42495,
CG42502,
CG42507,
CG42514,
CG42533,
CG42542,
CG42552,
CG42559,
CG42560,
CG42575,
CG42580,
CG42593,
CG42597,
CG42637,
CG42656,
CG42657,
CG42662,
CG42663,
CG42666,
CG42668,
CG42669,
CG42671,
CG42672,
CG42673,
CG42674,
CG42678,
CG42680,
CG42684,
CG42689,
CG4269,
CG42693,
CG42696,
CG42697,
CG42699,
CG42705,
CG42708,
CG42709,
CG42710,
CG42712,
CG42713,
CG42719,
CG42736,
CG42740,
CG42747,
CG42748,
CG42752,
CG42754,
CG42755,
CG42758,
CG42764,
CG42766,
CG42780,
CG42788,
CG42794,
CG42795,
CG42797,
CG42807,
CG42808,
CG42822,
CG42833,
CG42850,
CG42851,
CG42852,
CG42853,
CG42867,
CG4288,
CG4293,
CG4297,
CG4301,
CG43050,
CG43051,
CG43076,
CG43082,
CG43106,
CG43108,
CG43110,
CG43116,
CG43130,
CG43131,
CG43132,
CG43138,
CG43143,
CG43144,
CG43146,
CG43150,
CG43151,
CG43164,
CG43165,
CG43173,
CG43174,
CG43198,
CG43202,
CG43203,
CG43243,
CG43245,
CG43246,
CG43248,
CG43250,
CG43253,
CG4328,
CG43287,
CG43288,
CG43313,
CG43325,
CG43326,
CG43333,
CG43336,
CG43337,
CG43340,
CG43353,
CG43366,
CG43367,
CG43373,
CG43389,
CG43394,
CG43401,
CG43402,
CG43427,
CG43440,
CG43444,
CG43448,
CG4362,
CG43658,
CG43674,
CG43675,
CG43679,
CG43681,
CG4374,
CG4382,
CG4434,
CG4452,
CG4459,
CG4462,
CG4480,
CG4500,
CG4502,
CG4558,
CG4622,
CG4629,
CG4666,
CG4674,
CG4701,
CG4714,
CG4716,
CG4729,
CG4733,
CG4766,
CG4825,
CG4829,
CG4928,
CG4991,
CG5001,
CG5004,
CG5038,
CG5059,
CG5065,
CG5078,
CG5103,
CG5130,
CG5142,
CG5144,
CG5151,
CG5160,
CG5168,
CG5171,
CG5188,
CG5191,
CG5195,
CG5254,
CG5261,
CG5290,
CG5322,
CG5326,
CG5346,
CG5361,
CG5379,
CG5381,
CG5404,
CG5421,
CG5432,
CG5445,
CG5455,
CG5500,
CG5508,
CG5522,
CG5535,
CG5541,
CG5549,
CG5550,
CG5554,
CG5555,
CG5567,
CG5568,
CG5577,
CG5597,
CG5618,
CG5630,
CG5644,
CG5687,
CG5707,
CG5726,
CG5758,
CG5789,
CG5790,
CG5792,
CG5807,
CG5808,
CG5830,
CG5835,
CG5840,
CG5849,
CG5853,
CG5854,
CG5867,
CG5888,
CG5890,
CG5895,
CG5910,
CG5913,
CG5919,
CG5946,
CG5953,
CG5955,
CG5966,
CG5973,
CG5991,
CG6020,
CG6023,
CG6040,
CG6045,
CG6051,
CG6074,
CG6084,
CG6118,
CG6125,
CG6145,
CG6149,
CG6163,
CG6168,
CG6175,
CG6191,
CG6194,
CG6231,
CG6232,
CG6234,
CG6241,
CG6244,
CG6262,
CG6293,
CG6333,
CG6340,
CG6353,
CG6356,
CG6424,
CG6480,
CG6481,
CG6490,
CG6498,
CG6520,
CG6543,
CG6567,
CG6592,
CG6614,
CG6619,
CG6656,
CG6678,
CG6701,
CG6709,
CG6723,
CG6734,
CG6739,
CG6752,
CG6753,
CG6767,
CG6770,
CG6785,
CG6812,
CG6845,
CG6847,
CG6865,
CG6888,
CG6891,
CG6914,
CG6945,
CG6954,
CG6966,
CG6983,
CG7011,
CG7016,
CG7029,
CG7044,
CG7056,
CG7083,
CG7094,
CG7101,
CG7110,
CG7120,
CG7149,
CG7172,
CG7173,
CG7185,
CG7194,
CG7213,
CG7220,
CG7227,
CG7229,
CG7231,
CG7267,
CG7272,
CG7294,
CG7304,
CG7320,
CG7324,
CG7337,
CG7341,
CG7342,
CG7362,
CG7367,
CG7372,
CG7377,
CG7384,
CG7406,
CG7408,
CG7432,
CG7443,
CG7484,
CG7497,
CG7510,
CG7514,
CG7530,
CG7536,
CG7560,
CG7587,
CG7603,
CG7606,
CG7607,
CG7611,
CG7627,
CG7668,
CG7686,
CG7692,
CG7694,
CG7702,
CG7713,
CG7720,
CG7759,
CG7768,
CG7781,
CG7791,
CG7794,
CG7800,
CG7816,
CG7841,
CG7852,
CG7857,
CG7881,
CG7882,
CG7884,
CG7886,
CG7888,
CG7956,
CG7971,
CG8034,
CG8036,
CG8046,
CG8051,
CG8066,
CG8086,
CG8097,
CG8108,
CG8112,
CG8119,
CG8149,
CG8152,
CG8160,
CG8176,
CG8177,
CG8180,
CG8188,
CG8202,
CG8206,
CG8223,
CG8249,
CG8272,
CG8281,
CG8298,
CG8306,
CG8312,
CG8335,
CG8343,
CG8359,
CG8360,
CG8369,
CG8398,
CG8405,
CG8414,
CG8446,
CG8449,
CG8451,
CG8476,
CG8500,
CG8501,
CG8509,
CG8547,
CG8549,
CG8550,
CG8552,
CG8596,
CG8611,
CG8630,
CG8635,
CG8671,
CG8740,
CG8745,
CG8778,
CG8786,
CG8830,
CG8839,
CG8841,
CG8908,
CG8920,
CG8944,
CG8945,
CG8965,
CG9003,
CG9005,
CG9007,
CG9008,
CG9016,
CG9021,
CG9030,
CG9044,
CG9062,
CG9086,
CG9098,
CG9107,
CG9114,
CG9119,
CG9132,
CG9171,
CG9220,
CG9235,
CG9238,
CG9253,
CG9265,
CG9281,
CG9300,
CG9312,
CG9328,
CG9331,
CG9336,
CG9338,
CG9350,
CG9362,
CG9363,
CG9380,
CG9384,
CG9399,
CG9411,
CG9449,
CG9451,
CG9463,
CG9465,
CG9466,
CG9468,
CG9483,
CG9485,
CG9497,
CG9498,
CG9531,
CG9555,
CG9628,
CG9630,
CG9634,
CG9646,
CG9650,
CG9657,
CG9663,
CG9664,
CG9674,
CG9682,
CG9689,
CG9691,
CG9701,
CG9717,
CG9733,
CG9737,
CG9743,
CG9747,
CG9752,
CG9757,
CG9769,
CG9775,
CG9795,
CG9796,
CG9797,
CG9801,
CG9815,
CG9821,
CG9837,
CG9883,
CG9894,
CG9911,
CG9917,
CG9921,
CG9932,
CG9935,
CG9961,
CG9990,
CG9992,
CG9993,
CG9996,
Cha,
chas,
Chc,
Chd64,
CheA75a,
CheA84a,
CheB38a,
CheB38b,
CheB38c,
CheB42b,
cher,
CHES-1-like,
chic,
chinmo,
CHKov1,
CHKov2,
chm,
chn,
chrb,
chrw,
Cht2,
Cht3,
ci,
cib,
cic,
cin,
cindr,
Cip4,
Cka,
ckd,
CkIIalpha-i3,
ckn,
Cks30A,
ClC-a,
ClC-c,
Clect27,
Clic,
CLIP-190,
Clk,
cln3,
clumsy,
cmpy,
cn,
cnc,
cni,
cnk,
cnn,
cno,
Cnx99A,
comm,
comm2,
comm3,
Coop,
Coprox,
cora,
CoRest,
corn,
coro,
Cortactin,
corto,
CoVIII,
cp309,
Cpr,
Cpr100A,
Cpr11B,
Cpr30F,
Cpr35B,
Cpr49Ac,
Cpr51A,
Cpr62Bc,
Cpr66D,
Cpr67Fa2,
Cpr67Fb,
cpx,
CR17024,
CR17025,
CR30009,
CR30055,
CR31044,
CR31292,
CR31386,
CR31429,
CR31647,
CR31700,
CR32027,
CR32218,
CR32252,
CR32385,
CR32660,
CR32730,
CR33218,
CR33283,
CR33963,
CR34046,
CR34052,
CR34335,
CR40679,
CR41621,
CR42491,
CR42549,
CR42721,
CR42743,
CR42745,
CR42862,
CR42874,
CR43105,
CR43186,
CR43238,
CR43241,
CR43257,
CR43258,
CR43259,
CR43275,
CR43276,
CR43280,
CR43281,
CR43283,
CR43297,
CR43299,
CR43300,
CR43301,
CR43302,
CR43304,
CR43306,
CR43314,
CR43334,
CR43356,
CR43364,
CR43372,
CR43385,
CR43409,
CR43411,
CR43414,
CR43417,
CR43420,
CR43421,
CR43423,
CR43424,
CR43426,
CR43431,
CR43437,
CR43453,
CR43459,
CR43461,
CR43475,
CR43478,
CR43482,
CR43483,
CR43491,
CR43492,
CR43498,
CR43606,
CR43611,
CR43613,
CR43614,
CR43621,
CR43626,
CR43635,
CR43641,
CR43642,
CR43643,
CR43644,
CR43650,
CR43651,
CR43652,
CR43653,
CR43654,
CR43671,
CR43685,
CR43705,
CR43706,
CR43713,
CR43714,
CR43721,
CR9162,
CR9337,
Cralbp,
crb,
crc,
CrebA,
Crk,
crl,
crol,
crp,
crq,
Csk,
CSN3,
Csp,
csw,
ct,
CTPsyn,
Ctr1A,
Ctr1B,
ctrip,
cu,
Cul-3,
cup,
cv,
cv-2,
cv-c,
cwo,
CycA,
CycB,
CycB3,
CycD,
CycE,
CycG,
CycH,
Cyp1,
Cyp12a5,
Cyp12e1,
Cyp28a5,
Cyp28d1,
Cyp305a1,
Cyp312a1,
Cyp313a3,
Cyp317a1,
Cyp4ac2,
Cyp4ac3,
Cyp4c3,
Cyp4d21,
Cyp4e2,
Cyp4g15,
Cyp6a17,
Cyp6a20,
Cyp6a8,
Cyp6a9,
Cyp6d5,
Cyp6t1,
Cyp6v1,
Cyp6w1,
Cyp9f2,
Cyp9f3Psi,
d,
D,
da,
Dab,
dac,
Dad,
dally,
dan,
danr,
dap,
Dat,
daw,
Dbi,
dbr,
Dbx,
dco,
Dcp-1,
Dcp2,
Dd,
Ddr,
debcl,
Der-1,
desat1,
Df31,
Dg,
Dh44-R2,
Dhc36C,
dia,
Dic1,
Dic3,
Dif,
dikar,
dimm,
DIP2,
disco,
disco-r,
Dl,
dl,
dlg1,
Dll,
dlp,
dm,
dmGlut,
dmrt99B,
DnaJ-1,
DNApol-alpha50,
DNApol-alpha60,
DNaseII,
dnc,
dnr1,
dnt,
Doa,
dob,
Doc1,
Doc2,
Dok,
dome,
DOR,
dos,
dp,
Dp,
Dp1,
dpn,
dpp,
dpr12,
dpr16,
dpr18,
dpr4,
dpr7,
Dr,
Drak,
drd,
Drip,
drk,
drl,
Drl-2,
drm,
drongo,
drpr,
ds,
Dscam,
Dscam2,
Dscam4,
dsd,
dsf,
Dsp1,
dsx,
dsx-c73A,
Duox,
dup,
Dup99B,
dve,
Dyrk3,
Dys,
e,
E(spl),
E23,
E2f,
E5,
Eaat1,
eap,
eas,
Eb1,
ebd1,
ebd2,
ec,
EcR,
Ect4,
ed,
Edem1,
edl,
EDTP,
Ef2b,
Efa6,
eff,
eg,
Egfr,
egh,
egr,
Ehbp1,
eIF-2beta,
eIF-2gamma,
eIF-4a,
eIF2B-beta,
eIF5,
eIF5B,
eIF6,
Eig71Ek,
Eip63E,
Eip74EF,
Eip75B,
Eip78C,
elav,
elB,
elgi,
emb,
emc,
emp,
ems,
en,
ena,
endoB,
endos,
Eno,
Epac,
Eph,
Ephrin,
ergic53,
Erk7,
erm,
Ero1L,
ERR,
esg,
Esyt2,
Etl1,
Ets65A,
eve,
ewg,
ex,
exex,
Exn,
ey,
eya,
eyg,
f,
fabp,
Fad2,
fas,
Fas1,
Fas2,
Fas3,
fat-spondin,
Fatp,
fax,
fbl,
fbp,
fd102C,
fd3F,
fd59A,
fd96Ca,
fd96Cb,
Fdxh,
fend,
Fer1,
Fer1HCH,
Fer2,
Fer2LCH,
Fer3HCH,
Fie,
Fili,
Fim,
Fis1,
Fit1,
fj,
FK506-bp1,
Fkbp13,
flfl,
fln,
flr,
flw,
Fmo-2,
Fmr1,
fne,
fng,
fog,
foi,
fok,
for,
form3,
foxo,
Fps85D,
fra,
fray,
frc,
fred,
frj,
fru,
fs(1)h,
ft,
ftz,
ftz-f1,
fu12,
Fur1,
fusl,
fw,
fwd,
fz,
fz2,
fz3,
fz4,
G-ialpha65A,
G-oalpha47A,
G-salpha60A,
G9a,
Gad1,
Gadd45,
Gale,
galectin,
GalNAc-T2,
Galpha73B,
Galt,
Gap1,
Gapdh2,
Gasp,
GATAd,
gb,
Gbp,
gce,
gcl,
Gclc,
Gclm,
gcm2,
Gdh,
Gef64C,
GEFmeso,
Gel,
gem,
Gfat1,
gfzf,
Gga,
Ggt-1,
gish,
gk,
gl,
GLaz,
GlcAT-I,
GlcAT-S,
glec,
Gli,
glob1,
GluClalpha,
GluRIIB,
Glut4EF,
Glycogenin,
Gnf1,
gogo,
gol,
Gp150,
gp210,
Gpdh,
Gpo-1,
Gprk2,
gprs,
Gr39b,
Gr93a,
Gr93b,
Gr93d,
Graf,
grh,
GRHRII,
Grip,
Grip84,
grk,
grn,
grp,
Grp,
Gs1,
Gs2,
gsb,
gsb-n,
GstD1,
GstD2,
GstD3,
GstD9,
GstE1,
GstE2,
GstE3,
GstE5,
GstE6,
GstE7,
GstS1,
Gug,
gukh,
gw,
gwl,
Gyc76C,
h,
H15,
H2.0,
ham,
Hand,
hang,
hb,
hbn,
HDAC4,
HDAC6,
hdc,
hebe,
hep,
heph,
Herp,
Hers,
Hex-A,
Hexo2,
Hey,
HGTX,
HipHop,
hipk,
Hira,
hiw,
hkb,
HLHm3,
HLHm5,
HLHm7,
HLHmbeta,
HLHmdelta,
HLHmgamma,
Hmgcr,
Hmgs,
HmgZ,
Hmt4-20,
Hmu,
Hn,
Hnf4,
hoe1,
Hr38,
Hr39,
Hr51,
Hrb98DE,
Hrs,
Hs6st,
Hsc70-3,
Hsc70-4,
Hsc70Cb,
Hsp27,
Hsp67Bc,
Hsp70Aa,
Hsp70Ab,
Hsp70Ba,
Hsp70Bbb,
Hsp83,
Hsromega,
hth,
htl,
hts,
Hus1-like,
hydra,
hyx,
IA-2,
Ice,
Ide,
Idgf1,
Idgf2,
Idgf3,
